segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_path,review_status,transcription,final_selection
REC038_SEG0101,REC038,SPK002,train,vad_v1,622.008,634.152,12.144,data/processed/segments/REC038/REC038_SEG0101.wav,included,,no
REC038_SEG0102,REC038,SPK002,train,vad_v1,634.904,646.664,11.76,data/processed/segments/REC038/REC038_SEG0102.wav,included,,no
REC038_SEG0103,REC038,SPK002,train,vad_v1,647.576,659.976,12.4,data/processed/segments/REC038/REC038_SEG0103.wav,included,,no
REC038_SEG0104,REC038,SPK002,train,vad_v1,660.76,664.808,4.048,data/processed/segments/REC038/REC038_SEG0104.wav,included,,no
REC038_SEG0105,REC038,SPK002,train,vad_v1,665.72,670.632,4.912,data/processed/segments/REC038/REC038_SEG0105.wav,included,,no
REC038_SEG0106,REC038,SPK002,train,vad_v1,672.28,684.648,12.368,data/processed/segments/REC038/REC038_SEG0106.wav,included,,no
REC038_SEG0107,REC038,SPK002,train,vad_v1,685.528,693.256,7.728,data/processed/segments/REC038/REC038_SEG0107.wav,included,,no
REC038_SEG0108,REC038,SPK002,train,vad_v1,694.168,696.04,1.872,data/processed/segments/REC038/REC038_SEG0108.wav,included,,no
REC038_SEG0109,REC038,SPK002,train,vad_v1,696.984,708.168,11.184,data/processed/segments/REC038/REC038_SEG0109.wav,included,,no
REC038_SEG0110,REC038,SPK002,train,vad_v1,708.44,715.016,6.576,data/processed/segments/REC038/REC038_SEG0110.wav,included,,no
REC038_SEG0111,REC038,SPK002,train,vad_v1,715.672,716.968,1.296,data/processed/segments/REC038/REC038_SEG0111.wav,included,,no
REC038_SEG0112,REC038,SPK002,train,vad_v1,717.624,727.624,10.0,data/processed/segments/REC038/REC038_SEG0112.wav,included,,no
REC038_SEG0113,REC038,SPK002,train,vad_v1,728.248,736.52,8.272,data/processed/segments/REC038/REC038_SEG0113.wav,included,,no
REC038_SEG0114,REC038,SPK002,train,vad_v1,737.944,742.408,4.464,data/processed/segments/REC038/REC038_SEG0114.wav,included,,no
REC038_SEG0115,REC038,SPK002,train,vad_v1,743.064,744.808,1.744,data/processed/segments/REC038/REC038_SEG0115.wav,included,,no
REC038_SEG0116,REC038,SPK002,train,vad_v1,746.328,749.32,2.992,data/processed/segments/REC038/REC038_SEG0116.wav,included,,no
REC038_SEG0117,REC038,SPK002,train,vad_v1,749.976,760.552,10.576,data/processed/segments/REC038/REC038_SEG0117.wav,included,,no
REC038_SEG0118,REC038,SPK002,train,vad_v1,761.112,768.328,7.216,data/processed/segments/REC038/REC038_SEG0118.wav,included,,no
REC038_SEG0119,REC038,SPK002,train,vad_v1,768.984,771.336,2.352,data/processed/segments/REC038/REC038_SEG0119.wav,included,,no
REC038_SEG0120,REC038,SPK002,train,vad_v1,772.92,781.768,8.848,data/processed/segments/REC038/REC038_SEG0120.wav,included,,no
REC038_SEG0121,REC038,SPK002,train,vad_v1,782.904,787.944,5.04,data/processed/segments/REC038/REC038_SEG0121.wav,included,,no
REC038_SEG0122,REC038,SPK002,train,vad_v1,788.728,791.72,2.992,data/processed/segments/REC038/REC038_SEG0122.wav,included,,no
REC038_SEG0123,REC038,SPK002,train,vad_v1,792.6,795.208,2.608,data/processed/segments/REC038/REC038_SEG0123.wav,included,,no
REC038_SEG0124,REC038,SPK002,train,vad_v1,796.088,797.576,1.488,data/processed/segments/REC038/REC038_SEG0124.wav,included,,no
REC038_SEG0125,REC038,SPK002,train,vad_v1,798.264,800.296,2.032,data/processed/segments/REC038/REC038_SEG0125.wav,included,,no
REC038_SEG0126,REC038,SPK002,train,vad_v1,801.336,803.4,2.064,data/processed/segments/REC038/REC038_SEG0126.wav,included,,no
REC038_SEG0127,REC038,SPK002,train,vad_v1,804.856,806.76,1.904,data/processed/segments/REC038/REC038_SEG0127.wav,included,,no
REC038_SEG0128,REC038,SPK002,train,vad_v1,807.48,819.368,11.888,data/processed/segments/REC038/REC038_SEG0128.wav,included,,no
REC038_SEG0129,REC038,SPK002,train,vad_v1,822.36,834.184,11.824,data/processed/segments/REC038/REC038_SEG0129.wav,included,,no
REC038_SEG0130,REC038,SPK002,train,vad_v1,835.064,837.864,2.8,data/processed/segments/REC038/REC038_SEG0130.wav,included,,no
REC038_SEG0131,REC038,SPK002,train,vad_v1,838.648,851.528,12.88,data/processed/segments/REC038/REC038_SEG0131.wav,included,,no
REC038_SEG0132,REC038,SPK002,train,vad_v1,852.248,857.288,5.04,data/processed/segments/REC038/REC038_SEG0132.wav,included,,no
REC038_SEG0133,REC038,SPK002,train,vad_v1,857.912,868.328,10.416,data/processed/segments/REC038/REC038_SEG0133.wav,included,,no
REC038_SEG0134,REC038,SPK002,train,vad_v1,868.856,872.968,4.112,data/processed/segments/REC038/REC038_SEG0134.wav,included,,no
REC038_SEG0135,REC038,SPK002,train,vad_v1,873.656,882.568,8.912,data/processed/segments/REC038/REC038_SEG0135.wav,included,,no
REC038_SEG0136,REC038,SPK002,train,vad_v1,883.064,888.648,5.584,data/processed/segments/REC038/REC038_SEG0136.wav,included,,no
REC038_SEG0137,REC038,SPK002,train,vad_v1,889.432,893.448,4.016,data/processed/segments/REC038/REC038_SEG0137.wav,included,,no
REC038_SEG0138,REC038,SPK002,train,vad_v1,894.488,898.792,4.304,data/processed/segments/REC038/REC038_SEG0138.wav,included,,no
REC038_SEG0139,REC038,SPK002,train,vad_v1,899.608,900.776,1.168,data/processed/segments/REC038/REC038_SEG0139.wav,included,,no
REC038_SEG0140,REC038,SPK002,train,vad_v1,901.464,902.92,1.456,data/processed/segments/REC038/REC038_SEG0140.wav,included,,no
REC038_SEG0141,REC038,SPK002,train,vad_v1,903.48,918.024,14.544,data/processed/segments/REC038/REC038_SEG0141.wav,included,,no
REC038_SEG0142,REC038,SPK002,train,vad_v1,918.072,922.504,4.432,data/processed/segments/REC038/REC038_SEG0142.wav,included,,no
REC051_SEG0001,REC051,SPK003,test,vad_v1,0.0,5.888,5.888,data/processed/segments/REC051/REC051_SEG0001.wav,included,,no
REC051_SEG0002,REC051,SPK003,test,vad_v1,5.888,17.544,11.656,data/processed/segments/REC051/REC051_SEG0002.wav,included,,no
REC051_SEG0003,REC051,SPK003,test,vad_v1,17.848,21.416,3.568,data/processed/segments/REC051/REC051_SEG0003.wav,included,,no
REC051_SEG0004,REC051,SPK003,test,vad_v1,21.592,34.16,12.568,data/processed/segments/REC051/REC051_SEG0004.wav,included,,no
REC051_SEG0005,REC051,SPK003,test,vad_v1,34.16,48.096,13.936,data/processed/segments/REC051/REC051_SEG0005.wav,included,,no
REC051_SEG0006,REC051,SPK003,test,vad_v1,48.096,55.624,7.528,data/processed/segments/REC051/REC051_SEG0006.wav,included,,no
REC051_SEG0007,REC051,SPK003,test,vad_v1,55.8,69.576,13.776,data/processed/segments/REC051/REC051_SEG0007.wav,included,,no
REC051_SEG0008,REC051,SPK003,test,vad_v1,69.912,83.624,13.712,data/processed/segments/REC051/REC051_SEG0008.wav,included,,no
REC051_SEG0009,REC051,SPK003,test,vad_v1,83.672,90.816,7.144,data/processed/segments/REC051/REC051_SEG0009.wav,included,,no
REC051_SEG0010,REC051,SPK003,test,vad_v1,90.816,99.968,9.152,data/processed/segments/REC051/REC051_SEG0010.wav,included,,no
REC051_SEG0011,REC051,SPK003,test,vad_v1,99.968,110.28,10.312,data/processed/segments/REC051/REC051_SEG0011.wav,included,,no
REC051_SEG0012,REC051,SPK003,test,vad_v1,110.328,121.896,11.568,data/processed/segments/REC051/REC051_SEG0012.wav,included,,no
REC051_SEG0013,REC051,SPK003,test,vad_v1,122.488,130.16,7.672,data/processed/segments/REC051/REC051_SEG0013.wav,included,,no
REC051_SEG0014,REC051,SPK003,test,vad_v1,130.16,144.848,14.688,data/processed/segments/REC051/REC051_SEG0014.wav,included,,no
REC051_SEG0015,REC051,SPK003,test,vad_v1,144.848,147.496,2.648,data/processed/segments/REC051/REC051_SEG0015.wav,included,,no
REC051_SEG0016,REC051,SPK003,test,vad_v1,147.672,162.24,14.568,data/processed/segments/REC051/REC051_SEG0016.wav,included,,no
REC051_SEG0017,REC051,SPK003,test,vad_v1,162.24,174.824,12.584,data/processed/segments/REC051/REC051_SEG0017.wav,included,,no
REC051_SEG0018,REC051,SPK003,test,vad_v1,174.904,181.12,6.216,data/processed/segments/REC051/REC051_SEG0018.wav,included,,no
REC051_SEG0019,REC051,SPK003,test,vad_v1,181.12,195.92,14.8,data/processed/segments/REC051/REC051_SEG0019.wav,included,,no
REC051_SEG0020,REC051,SPK003,test,vad_v1,195.92,203.272,7.352,data/processed/segments/REC051/REC051_SEG0020.wav,included,,no
REC051_SEG0021,REC051,SPK003,test,vad_v1,203.704,216.68,12.976,data/processed/segments/REC051/REC051_SEG0021.wav,included,,no
REC051_SEG0022,REC051,SPK003,test,vad_v1,216.696,221.448,4.752,data/processed/segments/REC051/REC051_SEG0022.wav,included,,no
REC051_SEG0023,REC051,SPK003,test,vad_v1,222.008,236.656,14.648,data/processed/segments/REC051/REC051_SEG0023.wav,included,,no
REC051_SEG0024,REC051,SPK003,test,vad_v1,236.656,244.304,7.648,data/processed/segments/REC051/REC051_SEG0024.wav,included,,no
REC051_SEG0025,REC051,SPK003,test,vad_v1,244.304,256.496,12.192,data/processed/segments/REC051/REC051_SEG0025.wav,included,,no
REC051_SEG0026,REC051,SPK003,test,vad_v1,256.496,259.184,2.688,data/processed/segments/REC051/REC051_SEG0026.wav,included,,no
REC051_SEG0027,REC051,SPK003,test,vad_v1,259.184,273.008,13.824,data/processed/segments/REC051/REC051_SEG0027.wav,included,,no
REC051_SEG0028,REC051,SPK003,test,vad_v1,273.008,277.2,4.192,data/processed/segments/REC051/REC051_SEG0028.wav,included,,no
REC051_SEG0029,REC051,SPK003,test,vad_v1,277.2,288.232,11.032,data/processed/segments/REC051/REC051_SEG0029.wav,included,,no
REC051_SEG0030,REC051,SPK003,test,vad_v1,288.28,301.832,13.552,data/processed/segments/REC051/REC051_SEG0030.wav,included,,no
REC051_SEG0031,REC051,SPK003,test,vad_v1,301.88,310.632,8.752,data/processed/segments/REC051/REC051_SEG0031.wav,rejected,,no
REC051_SEG0032,REC051,SPK003,test,vad_v1,312.888,318.672,5.784,data/processed/segments/REC051/REC051_SEG0032.wav,included,,no
REC051_SEG0033,REC051,SPK003,test,vad_v1,318.672,328.04,9.368,data/processed/segments/REC051/REC051_SEG0033.wav,included,,no
REC051_SEG0034,REC051,SPK003,test,vad_v1,328.248,338.76,10.512,data/processed/segments/REC051/REC051_SEG0034.wav,included,,no
REC051_SEG0035,REC051,SPK003,test,vad_v1,338.904,347.4,8.496,data/processed/segments/REC051/REC051_SEG0035.wav,included,,no
REC051_SEG0036,REC051,SPK003,test,vad_v1,347.704,362.592,14.888,data/processed/segments/REC051/REC051_SEG0036.wav,included,,no
REC051_SEG0037,REC051,SPK003,test,vad_v1,362.592,366.408,3.816,data/processed/segments/REC051/REC051_SEG0037.wav,included,,no
REC051_SEG0038,REC051,SPK003,test,vad_v1,366.552,378.288,11.736,data/processed/segments/REC051/REC051_SEG0038.wav,included,,no
REC051_SEG0039,REC051,SPK003,test,vad_v1,378.288,384.768,6.48,data/processed/segments/REC051/REC051_SEG0039.wav,included,,no
REC051_SEG0040,REC051,SPK003,test,vad_v1,384.768,397.68,12.912,data/processed/segments/REC051/REC051_SEG0040.wav,included,,no
REC051_SEG0041,REC051,SPK003,test,vad_v1,397.68,399.792,2.112,data/processed/segments/REC051/REC051_SEG0041.wav,included,,no
REC051_SEG0042,REC051,SPK003,test,vad_v1,399.792,413.424,13.632,data/processed/segments/REC051/REC051_SEG0042.wav,included,,no
REC051_SEG0043,REC051,SPK003,test,vad_v1,413.424,418.912,5.488,data/processed/segments/REC051/REC051_SEG0043.wav,included,,no
REC051_SEG0044,REC051,SPK003,test,vad_v1,418.912,433.584,14.672,data/processed/segments/REC051/REC051_SEG0044.wav,included,,no
REC051_SEG0045,REC051,SPK003,test,vad_v1,433.584,443.056,9.472,data/processed/segments/REC051/REC051_SEG0045.wav,included,,no
REC051_SEG0046,REC051,SPK003,test,vad_v1,443.056,454.288,11.232,data/processed/segments/REC051/REC051_SEG0046.wav,included,,no
REC051_SEG0047,REC051,SPK003,test,vad_v1,454.288,467.104,12.816,data/processed/segments/REC051/REC051_SEG0047.wav,included,,no
REC051_SEG0048,REC051,SPK003,test,vad_v1,467.104,471.888,4.784,data/processed/segments/REC051/REC051_SEG0048.wav,included,,no
REC051_SEG0049,REC051,SPK003,test,vad_v1,471.888,485.104,13.216,data/processed/segments/REC051/REC051_SEG0049.wav,included,,no
REC051_SEG0050,REC051,SPK003,test,vad_v1,485.104,497.232,12.128,data/processed/segments/REC051/REC051_SEG0050.wav,included,,no
REC051_SEG0051,REC051,SPK003,test,vad_v1,497.232,503.232,6.0,data/processed/segments/REC051/REC051_SEG0051.wav,included,,no
REC051_SEG0052,REC051,SPK003,test,vad_v1,503.232,517.936,14.704,data/processed/segments/REC051/REC051_SEG0052.wav,included,,no
REC051_SEG0053,REC051,SPK003,test,vad_v1,517.936,521.512,3.576,data/processed/segments/REC051/REC051_SEG0053.wav,included,,no
REC051_SEG0054,REC051,SPK003,test,vad_v1,521.848,533.728,11.88,data/processed/segments/REC051/REC051_SEG0054.wav,included,,no
REC051_SEG0055,REC051,SPK003,test,vad_v1,533.728,541.192,7.464,data/processed/segments/REC051/REC051_SEG0055.wav,included,,no
REC051_SEG0056,REC051,SPK003,test,vad_v1,541.272,552.656,11.384,data/processed/segments/REC051/REC051_SEG0056.wav,included,,no
REC051_SEG0057,REC051,SPK003,test,vad_v1,552.656,562.304,9.648,data/processed/segments/REC051/REC051_SEG0057.wav,included,,no
REC051_SEG0058,REC051,SPK003,test,vad_v1,562.304,573.168,10.864,data/processed/segments/REC051/REC051_SEG0058.wav,included,,no
REC051_SEG0059,REC051,SPK003,test,vad_v1,573.168,585.704,12.536,data/processed/segments/REC051/REC051_SEG0059.wav,included,,no
REC051_SEG0060,REC051,SPK003,test,vad_v1,585.976,600.272,14.296,data/processed/segments/REC051/REC051_SEG0060.wav,included,,no
REC051_SEG0061,REC051,SPK003,test,vad_v1,600.272,601.888,1.616,data/processed/segments/REC051/REC051_SEG0061.wav,included,,no
REC051_SEG0062,REC051,SPK003,test,vad_v1,601.888,616.592,14.704,data/processed/segments/REC051/REC051_SEG0062.wav,included,,no
REC051_SEG0063,REC051,SPK003,test,vad_v1,616.592,627.112,10.52,data/processed/segments/REC051/REC051_SEG0063.wav,included,,no
REC051_SEG0064,REC051,SPK003,test,vad_v1,627.256,636.712,9.456,data/processed/segments/REC051/REC051_SEG0064.wav,included,,no
REC051_SEG0065,REC051,SPK003,test,vad_v1,636.856,643.744,6.888,data/processed/segments/REC051/REC051_SEG0065.wav,included,,no
REC051_SEG0066,REC051,SPK003,test,vad_v1,643.744,658.48,14.736,data/processed/segments/REC051/REC051_SEG0066.wav,included,,no
REC051_SEG0067,REC051,SPK003,test,vad_v1,658.48,664.904,6.424,data/processed/segments/REC051/REC051_SEG0067.wav,included,,no
REC051_SEG0068,REC051,SPK003,test,vad_v1,665.336,679.912,14.576,data/processed/segments/REC051/REC051_SEG0068.wav,included,,no
REC051_SEG0069,REC051,SPK003,test,vad_v1,679.928,684.84,4.912,data/processed/segments/REC051/REC051_SEG0069.wav,included,,no
REC051_SEG0070,REC051,SPK003,test,vad_v1,684.952,696.592,11.64,data/processed/segments/REC051/REC051_SEG0070.wav,included,,no
REC051_SEG0071,REC051,SPK003,test,vad_v1,696.592,700.32,3.728,data/processed/segments/REC051/REC051_SEG0071.wav,included,,no
REC051_SEG0072,REC051,SPK003,test,vad_v1,700.32,713.888,13.568,data/processed/segments/REC051/REC051_SEG0072.wav,included,,no
REC051_SEG0073,REC051,SPK003,test,vad_v1,713.888,720.416,6.528,data/processed/segments/REC051/REC051_SEG0073.wav,included,,no
REC051_SEG0074,REC051,SPK003,test,vad_v1,720.416,731.272,10.856,data/processed/segments/REC051/REC051_SEG0074.wav,included,,no
REC051_SEG0075,REC051,SPK003,test,vad_v1,731.352,739.144,7.792,data/processed/segments/REC051/REC051_SEG0075.wav,included,,no
REC051_SEG0076,REC051,SPK003,test,vad_v1,739.608,746.824,7.216,data/processed/segments/REC051/REC051_SEG0076.wav,included,,no
REC051_SEG0077,REC051,SPK003,test,vad_v1,747.032,759.616,12.584,data/processed/segments/REC051/REC051_SEG0077.wav,included,,no
REC051_SEG0078,REC051,SPK003,test,vad_v1,759.616,769.072,9.456,data/processed/segments/REC051/REC051_SEG0078.wav,included,,no
REC051_SEG0079,REC051,SPK003,test,vad_v1,769.072,777.992,8.92,data/processed/segments/REC051/REC051_SEG0079.wav,included,,no
REC051_SEG0080,REC051,SPK003,test,vad_v1,778.232,791.144,12.912,data/processed/segments/REC051/REC051_SEG0080.wav,included,,no
REC051_SEG0081,REC051,SPK003,test,vad_v1,791.256,800.112,8.856,data/processed/segments/REC051/REC051_SEG0081.wav,included,,no
REC051_SEG0082,REC051,SPK003,test,vad_v1,800.112,811.856,11.744,data/processed/segments/REC051/REC051_SEG0082.wav,included,,no
REC051_SEG0083,REC051,SPK003,test,vad_v1,811.856,818.912,7.056,data/processed/segments/REC051/REC051_SEG0083.wav,included,,no
REC051_SEG0084,REC051,SPK003,test,vad_v1,818.912,833.648,14.736,data/processed/segments/REC051/REC051_SEG0084.wav,included,,no
REC051_SEG0085,REC051,SPK003,test,vad_v1,833.648,848.0,14.352,data/processed/segments/REC051/REC051_SEG0085.wav,included,,no
REC051_SEG0086,REC051,SPK003,test,vad_v1,848.0,851.744,3.744,data/processed/segments/REC051/REC051_SEG0086.wav,included,,no
REC051_SEG0087,REC051,SPK003,test,vad_v1,851.744,864.432,12.688,data/processed/segments/REC051/REC051_SEG0087.wav,included,,no
REC051_SEG0088,REC051,SPK003,test,vad_v1,864.432,871.656,7.224,data/processed/segments/REC051/REC051_SEG0088.wav,included,,no
REC051_SEG0089,REC051,SPK003,test,vad_v1,871.8,880.264,8.464,data/processed/segments/REC051/REC051_SEG0089.wav,included,,no
REC051_SEG0090,REC051,SPK003,test,vad_v1,880.696,888.896,8.2,data/processed/segments/REC051/REC051_SEG0090.wav,included,,no
REC051_SEG0091,REC051,SPK003,test,vad_v1,888.896,900.592,11.696,data/processed/segments/REC051/REC051_SEG0091.wav,included,,no
REC051_SEG0092,REC051,SPK003,test,vad_v1,900.592,906.832,6.24,data/processed/segments/REC051/REC051_SEG0092.wav,included,,no
REC051_SEG0093,REC051,SPK003,test,vad_v1,906.832,921.488,14.656,data/processed/segments/REC051/REC051_SEG0093.wav,included,,no
REC051_SEG0094,REC051,SPK003,test,vad_v1,921.488,936.176,14.688,data/processed/segments/REC051/REC051_SEG0094.wav,included,,no
REC051_SEG0095,REC051,SPK003,test,vad_v1,936.176,942.12,5.944,data/processed/segments/REC051/REC051_SEG0095.wav,included,,no
REC051_SEG0096,REC051,SPK003,test,vad_v1,942.136,955.616,13.48,data/processed/segments/REC051/REC051_SEG0096.wav,included,,no
REC051_SEG0097,REC051,SPK003,test,vad_v1,955.616,969.152,13.536,data/processed/segments/REC051/REC051_SEG0097.wav,included,,no
REC051_SEG0098,REC051,SPK003,test,vad_v1,969.152,979.592,10.44,data/processed/segments/REC051/REC051_SEG0098.wav,included,,no
REC051_SEG0099,REC051,SPK003,test,vad_v1,980.216,985.064,4.848,data/processed/segments/REC051/REC051_SEG0099.wav,included,,no
REC051_SEG0100,REC051,SPK003,test,vad_v1,985.464,995.44,9.976,data/processed/segments/REC051/REC051_SEG0100.wav,included,,no
REC051_SEG0101,REC051,SPK003,test,vad_v1,995.44,1008.64,13.2,data/processed/segments/REC051/REC051_SEG0101.wav,included,,no
REC051_SEG0102,REC051,SPK003,test,vad_v1,1008.64,1010.4,1.76,data/processed/segments/REC051/REC051_SEG0102.wav,included,,no
REC051_SEG0103,REC051,SPK003,test,vad_v1,1010.4,1025.2,14.8,data/processed/segments/REC051/REC051_SEG0103.wav,included,,no
REC051_SEG0104,REC051,SPK003,test,vad_v1,1025.2,1027.592,2.392,data/processed/segments/REC051/REC051_SEG0104.wav,included,,no
REC051_SEG0105,REC051,SPK003,test,vad_v1,1027.608,1040.0,12.392,data/processed/segments/REC051/REC051_SEG0105.wav,included,,no
REC051_SEG0106,REC051,SPK003,test,vad_v1,1040.0,1044.304,4.304,data/processed/segments/REC051/REC051_SEG0106.wav,included,,no
REC051_SEG0107,REC051,SPK003,test,vad_v1,1044.304,1057.184,12.88,data/processed/segments/REC051/REC051_SEG0107.wav,included,,no
REC051_SEG0108,REC051,SPK003,test,vad_v1,1057.184,1064.976,7.792,data/processed/segments/REC051/REC051_SEG0108.wav,included,,no
REC051_SEG0109,REC051,SPK003,test,vad_v1,1064.976,1073.856,8.88,data/processed/segments/REC051/REC051_SEG0109.wav,included,,no
REC051_SEG0110,REC051,SPK003,test,vad_v1,1073.856,1086.272,12.416,data/processed/segments/REC051/REC051_SEG0110.wav,included,,no
REC051_SEG0111,REC051,SPK003,test,vad_v1,1086.272,1089.168,2.896,data/processed/segments/REC051/REC051_SEG0111.wav,included,,no
REC051_SEG0112,REC051,SPK003,test,vad_v1,1089.168,1103.952,14.784,data/processed/segments/REC051/REC051_SEG0112.wav,included,,no
REC051_SEG0113,REC051,SPK003,test,vad_v1,1103.952,1108.112,4.16,data/processed/segments/REC051/REC051_SEG0113.wav,included,,no
REC051_SEG0114,REC051,SPK003,test,vad_v1,1108.112,1122.864,14.752,data/processed/segments/REC051/REC051_SEG0114.wav,included,,no
REC051_SEG0115,REC051,SPK003,test,vad_v1,1122.864,1124.224,1.36,data/processed/segments/REC051/REC051_SEG0115.wav,included,,no
REC051_SEG0116,REC051,SPK003,test,vad_v1,1124.224,1138.432,14.208,data/processed/segments/REC051/REC051_SEG0116.wav,included,,no
REC051_SEG0117,REC051,SPK003,test,vad_v1,1138.432,1143.072,4.64,data/processed/segments/REC051/REC051_SEG0117.wav,included,,no
REC051_SEG0118,REC051,SPK003,test,vad_v1,1143.072,1157.024,13.952,data/processed/segments/REC051/REC051_SEG0118.wav,included,,no
REC051_SEG0119,REC051,SPK003,test,vad_v1,1157.024,1164.64,7.616,data/processed/segments/REC051/REC051_SEG0119.wav,included,,no
REC051_SEG0120,REC051,SPK003,test,vad_v1,1164.64,1177.184,12.544,data/processed/segments/REC051/REC051_SEG0120.wav,included,,no
REC051_SEG0121,REC051,SPK003,test,vad_v1,1177.184,1181.832,4.648,data/processed/segments/REC051/REC051_SEG0121.wav,included,,no
REC051_SEG0122,REC051,SPK003,test,vad_v1,1181.976,1192.032,10.056,data/processed/segments/REC051/REC051_SEG0122.wav,included,,no
REC051_SEG0123,REC051,SPK003,test,vad_v1,1192.032,1201.224,9.192,data/processed/segments/REC051/REC051_SEG0123.wav,included,,no
REC051_SEG0124,REC051,SPK003,test,vad_v1,1201.528,1211.824,10.296,data/processed/segments/REC051/REC051_SEG0124.wav,included,,no
REC051_SEG0125,REC051,SPK003,test,vad_v1,1211.824,1224.928,13.104,data/processed/segments/REC051/REC051_SEG0125.wav,included,,no
REC051_SEG0126,REC051,SPK003,test,vad_v1,1224.928,1234.656,9.728,data/processed/segments/REC051/REC051_SEG0126.wav,included,,no
REC051_SEG0127,REC051,SPK003,test,vad_v1,1234.656,1246.336,11.68,data/processed/segments/REC051/REC051_SEG0127.wav,included,,no
REC051_SEG0128,REC051,SPK003,test,vad_v1,1246.336,1260.384,14.048,data/processed/segments/REC051/REC051_SEG0128.wav,included,,no
REC051_SEG0129,REC051,SPK003,test,vad_v1,1260.384,1262.76,2.376,data/processed/segments/REC051/REC051_SEG0129.wav,included,,no
REC051_SEG0130,REC051,SPK003,test,vad_v1,1263.096,1277.904,14.808,data/processed/segments/REC051/REC051_SEG0130.wav,included,,no
REC051_SEG0131,REC051,SPK003,test,vad_v1,1277.904,1292.112,14.208,data/processed/segments/REC051/REC051_SEG0131.wav,included,,no
REC051_SEG0132,REC051,SPK003,test,vad_v1,1292.112,1293.984,1.872,data/processed/segments/REC051/REC051_SEG0132.wav,included,,no
REC051_SEG0133,REC051,SPK003,test,vad_v1,1293.984,1307.08,13.096,data/processed/segments/REC051/REC051_SEG0133.wav,included,,no
REC051_SEG0134,REC051,SPK003,test,vad_v1,1307.352,1321.288,13.936,data/processed/segments/REC051/REC051_SEG0134.wav,included,,no
REC051_SEG0135,REC051,SPK003,test,vad_v1,1321.72,1323.112,1.392,data/processed/segments/REC051/REC051_SEG0135.wav,included,,no
REC051_SEG0136,REC051,SPK003,test,vad_v1,1323.16,1337.392,14.232,data/processed/segments/REC051/REC051_SEG0136.wav,included,,no
REC051_SEG0137,REC051,SPK003,test,vad_v1,1337.392,1346.576,9.184,data/processed/segments/REC051/REC051_SEG0137.wav,included,,no
REC051_SEG0138,REC051,SPK003,test,vad_v1,1346.576,1353.896,7.32,data/processed/segments/REC051/REC051_SEG0138.wav,included,,no
REC051_SEG0139,REC051,SPK003,test,vad_v1,1353.912,1368.72,14.808,data/processed/segments/REC051/REC051_SEG0139.wav,included,,no
REC051_SEG0140,REC051,SPK003,test,vad_v1,1368.72,1383.344,14.624,data/processed/segments/REC051/REC051_SEG0140.wav,included,,no
REC051_SEG0141,REC051,SPK003,test,vad_v1,1383.344,1384.864,1.52,data/processed/segments/REC051/REC051_SEG0141.wav,included,,no
REC051_SEG0142,REC051,SPK003,test,vad_v1,1384.864,1399.632,14.768,data/processed/segments/REC051/REC051_SEG0142.wav,included,,no
REC051_SEG0143,REC051,SPK003,test,vad_v1,1399.632,1406.448,6.816,data/processed/segments/REC051/REC051_SEG0143.wav,included,,no
REC051_SEG0144,REC051,SPK003,test,vad_v1,1406.448,1415.336,8.888,data/processed/segments/REC051/REC051_SEG0144.wav,included,,no
REC051_SEG0145,REC051,SPK003,test,vad_v1,1415.416,1429.312,13.896,data/processed/segments/REC051/REC051_SEG0145.wav,included,,no
REC051_SEG0146,REC051,SPK003,test,vad_v1,1429.312,1437.84,8.528,data/processed/segments/REC051/REC051_SEG0146.wav,included,,no
REC051_SEG0147,REC051,SPK003,test,vad_v1,1437.84,1444.704,6.864,data/processed/segments/REC051/REC051_SEG0147.wav,included,,no
REC051_SEG0148,REC051,SPK003,test,vad_v1,1444.704,1452.688,7.984,data/processed/segments/REC051/REC051_SEG0148.wav,included,,no
REC051_SEG0149,REC051,SPK003,test,vad_v1,1452.688,1467.376,14.688,data/processed/segments/REC051/REC051_SEG0149.wav,included,,no
REC051_SEG0150,REC051,SPK003,test,vad_v1,1467.376,1471.68,4.304,data/processed/segments/REC051/REC051_SEG0150.wav,included,,no
REC051_SEG0151,REC051,SPK003,test,vad_v1,1471.68,1486.416,14.736,data/processed/segments/REC051/REC051_SEG0151.wav,included,,no
REC051_SEG0152,REC051,SPK003,test,vad_v1,1486.416,1500.04,13.624,data/processed/segments/REC051/REC051_SEG0152.wav,included,,no
REC051_SEG0153,REC051,SPK003,test,vad_v1,1500.056,1503.016,2.96,data/processed/segments/REC051/REC051_SEG0153.wav,included,,no
REC051_SEG0154,REC051,SPK003,test,vad_v1,1503.576,1516.688,13.112,data/processed/segments/REC051/REC051_SEG0154.wav,included,,no
REC051_SEG0155,REC051,SPK003,test,vad_v1,1516.688,1528.976,12.288,data/processed/segments/REC051/REC051_SEG0155.wav,included,,no
REC051_SEG0156,REC051,SPK003,test,vad_v1,1528.976,1532.328,3.352,data/processed/segments/REC051/REC051_SEG0156.wav,included,,no
REC051_SEG0157,REC051,SPK003,test,vad_v1,1532.472,1544.0,11.528,data/processed/segments/REC051/REC051_SEG0157.wav,included,,no
REC051_SEG0158,REC051,SPK003,test,vad_v1,1544.0,1556.136,12.136,data/processed/segments/REC051/REC051_SEG0158.wav,included,,no
