segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_paṭ,review_status,transcription,final_selection,mms_draft_raw,mms_draft_normalized,final_transcription,manual_review,transcription_notes
REC035_SEG0050,REC035,SPK002,train,vad_v1,395.8,399.24,3.44,data/processed/segments/REC035/REC035_SEG0050.wav,included,ira udjici qber aspanyu,no,ira d ji ši qqrqbər aṣpanya.,ira d ji ci qqrqber aṣpanya,,pending,
REC035_SEG0051,REC035,SPK002,train,vad_v1,400.28,405.864,5.584,data/processed/segments/REC035/REC035_SEG0051.wav,included,ira ḍin rebɛaḍ n beɛda lḥusima ṭusad gi teɣitwaɣ ibeqquyen,no,ira ḍin rəbɛaḍ n bədad ḥusiməḍusa d-əttiɣ itwaɣ iwəqquyən.,ira ḍin rebɛaḍ n bedad ḥusimeḍusa d ettiɣ itwaɣ iweqquyen,,pending,
REC035_SEG0052,REC035,SPK002,train,vad_v1,406.52,407.816,1.296,data/processed/segments/REC035/REC035_SEG0052.wav,included,ufi nefs lweqt,no,ufi nəfs lwəqt.,ufi nefs lweqt,,pending,
REC035_SEG0053,REC035,SPK002,train,vad_v1,408.76,413.544,4.784,data/processed/segments/REC035/REC035_SEG0053.wav,included,njmɛen dags bezzaf d iwḍan zi bezzaf n redcuraṭ d bezzaf tqebbal,no,"njmɛn ddak s bəzza af d iwdan, zi bəzza af n rhšurad bəzzaf tqəbbal.",njmɛn ddak s bezza af d iwdan zi bezza af n rhcurad bezzaf tqebbal,,pending,
REC035_SEG0054,REC035,SPK002,train,vad_v1,414.232,419.624,5.392,data/processed/segments/REC035/REC035_SEG0054.wav,included,tafed dags aytemsaman tafed dags ayt ttuzin tafed dags ayṭwayaɣer tafed dags ibeqquyen,no,tabəddak saytəmsama n tabəddak say tuwzi n tabəddak s-ayṭwayaɣər tabəddak s ibəqquyən.,tabeddak saytemsama n tabeddak say tuwzi n tabeddak s ayṭwayaɣer tabeddak s ibeqquyen,,pending,
REC035_SEG0055,REC035,SPK002,train,vad_v1,421.08,425.0,3.92,data/processed/segments/REC035/REC035_SEG0055.wav,included,wami njemɛen iwḍana kurci ig idja ira mṣefraqen qber,no,wami njəmɛən iwdana kurši i idja ilamṣfraq nqbəl.,wami njemɛen iwdana kurci i idja ilamṣfraq nqbel,,pending,
REC035_SEG0056,REC035,SPK002,train,vad_v1,426.392,430.248,3.856,data/processed/segments/REC035/REC035_SEG0056.wav,included,sakand ṭarifiṭ i nssawar gi lḥusima,no,sakand ṭarifiṭinəssawər gi lḥusima.,sakand ṭarifiṭinessawer gi lḥusima,,pending,
REC035_SEG0057,REC035,SPK002,train,vad_v1,431.736,433.256,1.52,data/processed/segments/REC035/REC035_SEG0057.wav,included,,no,tlaḥ ḍəm ijn n tməsrayṭ.,tlaḥ ḍem ijn n tmesrayṭ,,pending,
REC035_SEG0058,REC035,SPK002,train,vad_v1,433.944,447.208,13.264,data/processed/segments/REC035/REC035_SEG0058.wav,included,,no,"xmi tɛgida lḥusima qḥadtssənnəḍ waš ijjən ddayṭ way aɣər niɣ ḍabəqquyniɣ kḍa əqsəḥ, mizi ssakad ijjen lmašap, ijjen n lxali tamusqan stəɛrabṭ.",xmi tɛgida lḥusima qḥadtssenneḍ wac ijjen ddayṭ way aɣer niɣ ḍabeqquyniɣ kḍa eqseḥ mizi ssakad ijjen lmacap ijjen n lxali tamusqan steɛrabṭ,,pending,
REC035_SEG0059,REC035,SPK002,train,vad_v1,447.768,457.48,9.712,data/processed/segments/REC035/REC035_SEG0059.wav,included,,no,"dak- s bəzzaf nlizaksum, wənni d ixrqən i ṭamaninatniɣ ṭəsɛinat niɣ arfayən nniɣəkda ktas bən utumatikmu.",dak s bezzaf nlizaksum wenni d ixrqen i ṭamaninatniɣ ṭesɛinat niɣ arfayen nniɣekda ktas ben utumatikmu,,pending,
REC035_SEG0060,REC035,SPK002,train,vad_v1,457.912,463.24,5.328,data/processed/segments/REC035/REC035_SEG0060.wav,included,,no,"laksunnni ibrid,ijjen n laksun ibrid, ətwaxrəqəd gi lḥusima.",laksunnni ibrid ijjen n laksun ibrid etwaxreqed gi lḥusima,,pending,
REC035_SEG0061,REC035,SPK002,train,vad_v1,465.208,476.584,11.376,data/processed/segments/REC035/REC035_SEG0061.wav,included,,no,"laksuna wanitin ḍijjen lɣizulta, d ijjen n nnatyij x lixtilaṭ, jjan rdšur, ḍ jan tqəbbar, ḍ jjan lɛa ilat.",laksuna wanitin ḍijjen lɣizulta d ijjen n nnatyij x lixtilaṭ jjan rdcur ḍ jan tqebbar ḍ jjan lɛa ilat,,pending,
REC035_SEG0062,REC035,SPK002,train,vad_v1,477.56,483.912,6.352,data/processed/segments/REC035/REC035_SEG0062.wav,included,,no,təfḍabəqqu yəwiya əštənzi ayṭwayaɣər ji ayṭwayaɣər əwwi yəšṭyay tuzin.,tefḍabeqqu yewiya ectenzi ayṭwayaɣer ji ayṭwayaɣer ewwi yecṭyay tuzin,,pending,
REC035_SEG0063,REC035,SPK002,train,vad_v1,484.344,493.672,9.328,data/processed/segments/REC035/REC035_SEG0063.wav,included,,no,"iḍan ilɛa ilak dišt tafəḍ lwalid a-ssawər sṭəbquyṭ, lwalid ṭwayaɣətš.",iḍan ilɛa ilak dict tafeḍ lwalid a ssawer sṭebquyṭ lwalid ṭwayaɣetc,,pending,
REC035_SEG0064,REC035,SPK002,train,vad_v1,494.136,504.744,10.608,data/processed/segments/REC035/REC035_SEG0064.wav,included,,no,"iḥamušən xəssind llitaɣm, liplufasil apxununsi, kəssind lmufradat igija, yssar xsən aṭəntənṭqən, aṭ-ntinin.",iḥamucen xessind llitaɣm liplufasil apxununsi kessind lmufradat igija yssar xsen aṭentenṭqen aṭ ntinin,,pending,
REC035_SEG0065,REC035,SPK002,train,vad_v1,505.496,511.912,6.416,data/processed/segments/REC035/REC035_SEG0065.wav,included,,no,"ufi nəfs lwəqt kəssind lmufradat i yja babas imkənnas-n tifam, əmmas imkənas-n tfam.",ufi nefs lweqt kessind lmufradat i yja babas imkennas n tifam emmas imkenas n tfam,,pending,
REC035_SEG0066,REC035,SPK002,train,vad_v1,513.848,519.304,5.456,data/processed/segments/REC035/REC035_SEG0066.wav,included,,no,"ugitəsɛinat niɣ ə ṭamaninat, ṭəmmanud, xli ṭaɛrəbṭ.",ugitesɛinat niɣ e ṭamaninat ṭemmanud xli ṭaɛrebṭ,,pending,
REC035_SEG0067,REC035,SPK002,train,vad_v1,520.44,531.272,10.832,data/processed/segments/REC035/REC035_SEG0067.wav,included,,no,"iddan x li tarabṭ ṭaɛrabṭ ṭgušad rəbɛaḍ n llitiɣm, rəbɛaḍ n lmufradat i idja irifiyən lijun, igidja tiɛišən g lwəqṭ nni.",iddan x li tarabṭ ṭaɛrabṭ ṭgucad rebɛaḍ n llitiɣm rebɛaḍ n lmufradat i idja irifiyen lijun igidja tiɛicen g lweqṭ nni,,pending,
REC035_SEG0068,REC035,SPK002,train,vad_v1,532.184,543.336,11.152,data/processed/segments/REC035/REC035_SEG0068.wav,included,,no,"ufanṭənt səhrənt innutq, usəhrənt, i lfahəm, ḥmas-n tfahmən,. walakin nəitəsɛinad zi təsɛinat rajux.",ufanṭent sehrent innutq usehrent i lfahem ḥmas n tfahmen walakin neitesɛinad zi tesɛinat rajux,,pending,
REC035_SEG0069,REC035,SPK002,train,vad_v1,544.44,551.304,6.864,data/processed/segments/REC035/REC035_SEG0069.wav,included,,no,"liɣitaja waniti ɣɣniɣir ssənnəɣ r uxarifi, aqəṭ hundunji.",liɣitaja waniti ɣɣniɣir ssenneɣ r uxarifi aqeṭ hundunji,,pending,
REC035_SEG0070,REC035,SPK002,train,vad_v1,552.28,564.776,12.496,data/processed/segments/REC035/REC035_SEG0070.wav,included,,no,"aqdkki lxaṭar ma ɣa kədjak lxaṭar, minzi ḍam zgaru ɣarnəɣ ijjen lpur sunṭaj yiwdan, i itəɛišən kəddi ṣpur i idja əmɣarb zzaf.",aqdkki lxaṭar ma ɣa kedjak lxaṭar minzi ḍam zgaru ɣarneɣ ijjen lpur sunṭaj yiwdan i iteɛicen keddi ṣpur i idja emɣarb zzaf,,pending,
REC035_SEG0071,REC035,SPK002,train,vad_v1,565.24,568.712,3.472,data/processed/segments/REC035/REC035_SEG0071.wav,included,,no,x lpursunṭa jarifiyən g ytɛišən g yarif.,x lpursunṭa jarifiyen g ytɛicen g yarif,,pending,
REC035_SEG0072,REC035,SPK002,train,vad_v1,570.168,579.528,9.36,data/processed/segments/REC035/REC035_SEG0072.wav,included,,no,əggiz ḍəɣəndin umi ɣa ḍin ḍawa nsə i lɛaxiri ddiaṣ purayaṭa nitin tpaḍar zi jin irasyunaṭənddən irəssi nəs arifi.,eggiz ḍeɣendin umi ɣa ḍin ḍawa nse i lɛaxiri ddiaṣ purayaṭa nitin tpaḍar zi jin irasyunaṭendden iressi nes arifi,,pending,
REC035_SEG0073,REC035,SPK002,train,vad_v1,579.928,590.024,10.096,data/processed/segments/REC035/REC035_SEG0073.wav,included,,no,"iḥamušən ttarin d- imədrasa u ssawarən a  iməḥḍan ak iməddukar nsən ak lmuɛallimat nsən  isərmaḍən nsən, iḍən.",iḥamucen ttarin d imedrasa u ssawaren a imeḥḍan ak imeddukar nsen ak lmuɛallimat nsen isermaḍen nsen iḍen,,pending,
REC035_SEG0074,REC035,SPK002,train,vad_v1,590.552,595.464,4.912,data/processed/segments/REC035/REC035_SEG0074.wav,included,,no,ɣanəɣ andunji ijjen.n lxaṭar ytəkkədd zi ḍnanəjjiyat.,ɣaneɣ andunji ijjen n lxaṭar ytekkedd zi ḍnanejjiyat,,pending,
REC035_SEG0075,REC035,SPK002,train,vad_v1,596.344,598.888,2.544,data/processed/segments/REC035/REC035_SEG0075.wav,included,,no,"ṭaɛarabṭ, rəbɛa n litiɣ min ssəhrənt.",ṭaɛarabṭ rebɛa n litiɣ min ssehrent,,pending,
REC035_SEG0076,REC035,SPK002,train,vad_v1,599.896,604.296,4.4,data/processed/segments/REC035/REC035_SEG0076.wav,included,,no,ṭɛarrabəṭ ṭṣɣurant igilmadaris.,ṭɛarrabeṭ ṭṣɣurant igilmadaris,,pending,
REC035_SEG0077,REC035,SPK002,train,vad_v1,605.272,613.608,8.336,data/processed/segments/REC035/REC035_SEG0077.wav,included,,no,"u dyaṣpura tpaḍar zi ɛamaɛam, lapusibiliti annaha ḍssiwər sṭrifiṭ.",u dyaṣpura tpaḍar zi ɛamaɛam lapusibiliti annaha ḍssiwer sṭrifiṭ,,pending,
REC035_SEG0078,REC035,SPK002,train,vad_v1,614.296,617.672,3.376,data/processed/segments/REC035/REC035_SEG0078.wav,included,,no,"duk ɣarnəɣ ijjen luɣisk, ijjenn lxaṭar.",duk ɣarneɣ ijjen luɣisk ijjenn lxaṭar,,pending,
REC035_SEG0079,REC035,SPK002,train,vad_v1,618.328,625.352,7.024,data/processed/segments/REC035/REC035_SEG0079.wav,included,,no,"nla dispaɣisun ad twəddə ḍarifiṭ ad ṭudda prugrəssifmu, iɛni šwa šway  təbḍa ṭwədda.",nla dispaɣisun ad twedde ḍarifiṭ ad ṭudda prugressifmu iɛni cwa cway tebḍa ṭwedda,,pending,
REC035_SEG0080,REC035,SPK002,train,vad_v1,627.256,630.92,3.664,data/processed/segments/REC035/REC035_SEG0080.wav,included,,no,"wə dnanuɣa manaya, annau rɛad n lɛa ila ḍ-g yarif.",we dnanuɣa manaya annau rɛad n lɛa ila ḍ g yarif,,pending,
REC035_SEG0082,REC035,SPK002,train,vad_v1,634.008,635.208,1.2,data/processed/segments/REC035/REC035_SEG0082.wav,included,,no,aṭniɛḍ arəbbi.,aṭniɛḍ arebbi,,pending,
REC035_SEG0083,REC035,SPK002,train,vad_v1,636.056,639.496,3.44,data/processed/segments/REC035/REC035_SEG0083.wav,included,,no,ssərmaḍ n iṭawansəntaɛrabṭ qbəriməsn ssərmdən darifiḍ.,ssermaḍ n iṭawansentaɛrabṭ qberimesn ssermden darifiḍ,,pending,
REC035_SEG0084,REC035,SPK002,train,vad_v1,640.504,643.4,2.896,data/processed/segments/REC035/REC035_SEG0084.wav,included,,no,qanakəlla qa ḍarifiḍ ad rəmdən  t rəmdən g ššariɛ.,qanakella qa ḍarifiḍ ad remden t remden g ccariɛ,,pending,
REC035_SEG0085,REC035,SPK002,train,vad_v1,644.44,646.312,1.872,data/processed/segments/REC035/REC035_SEG0085.wav,included,,no,walakin ṭaɛrab ṭixəssa trəmdən.,walakin ṭaɛrab ṭixessa tremden,,pending,
REC035_SEG0086,REC035,SPK002,train,vad_v1,647.448,654.408,6.96,data/processed/segments/REC035/REC035_SEG0086.wav,included,,no,"wa ntind ijjen təmmad ijjen liɣruɣ ijjen.n lxaṭaq, i əjab zzaf n lɛa ilaṭa təgənt.",wa ntind ijjen temmad ijjen liɣruɣ ijjen n lxaṭaq i ejab zzaf n lɛa ilaṭa tegent,,pending,
REC035_SEG0087,REC035,SPK002,train,vad_v1,658.808,670.312,11.504,data/processed/segments/REC035/REC035_SEG0087.wav,included,,no,"wəš manaya yqqar bəlli yira ḍarifiṭḥsən zi ḍəɛrabṭ, niɣ ḍaɛrabṭ ḥsən zi ḍrifiṭ, lla muxs ɣa dzam irəs niɣ lluɣa.",wec manaya yqqar belli yira ḍarifiṭḥsen zi ḍeɛrabṭ niɣ ḍaɛrabṭ ḥsen zi ḍrifiṭ lla muxs ɣa dzam ires niɣ lluɣa,,pending,
REC035_SEG0088,REC035,SPK002,train,vad_v1,671.32,676.68,5.36,data/processed/segments/REC035/REC035_SEG0088.wav,included,,no,"amuɣḍašum nni am yijjen kart mimuar, trunsmitidzak s-lizanfurmasyun niɣ liduni.",amuɣḍacum nni am yijjen kart mimuar trunsmitidzak s lizanfurmasyun niɣ liduni,,pending,
REC035_SEG0089,REC035,SPK002,train,vad_v1,677.368,682.792,5.424,data/processed/segments/REC035/REC035_SEG0089.wav,included,,no,stəɛrabṭniɣ srifi ṭniɣ ssṭ-glinzi ṭniɣ ṣpanyut kif kif.,steɛrabṭniɣ srifi ṭniɣ ssṭ glinzi ṭniɣ ṣpanyut kif kif,,pending,
REC035_SEG0090,REC035,SPK002,train,vad_v1,683.864,695.464,11.6,data/processed/segments/REC035/REC035_SEG0090.wav,included,,no,"lmuhim mwnnau ad ṭtransmitid ijjen.n lanfurmasyun, min tɛnna lanfurmasyuna hyaḍ lbakaj mix nəssiwər xum zgaru,hyad liɣitaš, lmuwruṭ min nwarṭ, zi ləjdud nnəɣ.",lmuhim mwnnau ad ṭtransmitid ijjen n lanfurmasyun min tɛnna lanfurmasyuna hyaḍ lbakaj mix nessiwer xum zgaru hyad liɣitac lmuwruṭ min nwarṭ zi lejdud nneɣ,,pending,
REC035_SEG0091,REC035,SPK002,train,vad_v1,697.24,708.584,11.344,data/processed/segments/REC035/REC035_SEG0091.wav,included,,no,"umi nnuɛ zi rəjḍuḍ nnəx ḍ wənni ɣa yirin ṭtaxrasṭ wis ṭnayən išɛəl, walakin min zzu ḥumi niɣ annah u liɣ itaja wanitin niɣ lmuwruṭa wanitin ilifxajil.",umi nnuɛ zi rejḍuḍ nnex ḍ wenni ɣa yirin ṭtaxrasṭ wis ṭnayen icɛel walakin min zzu ḥumi niɣ annah u liɣ itaja wanitin niɣ lmuwruṭa wanitin ilifxajil,,pending,
REC035_SEG0092,REC035,SPK002,train,vad_v1,709.752,713.192,3.44,data/processed/segments/REC035/REC035_SEG0092.wav,included,,no,"dazdəd, ḍ ɣyaɣad yarrəẓ ḍəɣyaɣad.",dazded ḍ ɣyaɣad yarreẓ ḍeɣyaɣad,,pending,
REC035_SEG0093,REC035,SPK002,train,vad_v1,713.496,725.416,11.92,data/processed/segments/REC035/REC035_SEG0093.wav,included,,no,"ad iftutəs, ixssa xasənḥafəḍ, ixəssa n ssiwər s-ṭmaziɣt, ixəssanəg lipudkas tfidyuṭ s-ṭmaziɣṭ, sṭrifiṭ, ma ɣa mizi xəlliḍ tmaziɣṭ nni sṣɣuran.",ad iftutes ixssa xasenḥafeḍ ixessa n ssiwer s ṭmaziɣt ixessaneg lipudkas tfidyuṭ s ṭmaziɣṭ sṭrifiṭ ma ɣa mizi xelliḍ tmaziɣṭ nni sṣɣuran,,pending,
REC035_SEG0094,REC035,SPK002,train,vad_v1,725.784,730.888,5.104,data/processed/segments/REC035/REC035_SEG0094.wav,included,,no,"yḥamušən, gi lmadaris, u jibud ḍirəssənnəɣ.",yḥamucen gi lmadaris u jibud ḍiressenneɣ,,pending,
REC035_SEG0095,REC035,SPK002,train,vad_v1,731.352,744.52,13.168,data/processed/segments/REC035/REC035_SEG0095.wav,included,,no,"famaḍ, xli tmaziɣṭ nni ḍijjen n tmaziɣṭ, xəlləṭ ḍak sšiɛaja n tsusi bzaf n tsusiṭ, šiɛajannn n šəlḥiṭ n laṭlas, ḍ šwi tin tmaziɣṭ narif, niɣ n trifiṭ.",famaḍ xli tmaziɣṭ nni ḍijjen n tmaziɣṭ xelleṭ ḍak sciɛaja n tsusi bzaf n tsusiṭ ciɛajannn n celḥiṭ n laṭlas ḍ cwi tin tmaziɣṭ narif niɣ n trifiṭ,,pending,
REC035_SEG0096,REC035,SPK002,train,vad_v1,745.432,750.504,5.072,data/processed/segments/REC035/REC035_SEG0096.wav,included,,no,"idan nš inṭawar nnə ixəsssən ssərməṭ, irəss nsən, zi ṭəmzi.",idan nc inṭawar nne ixesssen ssermeṭ iress nsen zi ṭemzi,,pending,
REC035_SEG0097,REC035,SPK002,train,vad_v1,751.512,754.888,3.376,data/processed/segments/REC035/REC035_SEG0097.wav,included,,no,"asən nəmmər, ṭiməsrayin s-irəsnsən.",asen nemmer ṭimesrayin s iresnsen,,pending,
REC035_SEG0098,REC035,SPK002,train,vad_v1,755.928,763.08,7.152,data/processed/segments/REC035/REC035_SEG0098.wav,included,,no,"mazir yənni əwḍan i ja ṭəffɣənd ɣar uxa lwəsa in nl ṭṭawsun ləštimaɛi, maši lizanfəlunṣur nni nssən nəšnin.",mazir yenni ewḍan i ja ṭeffɣend ɣar uxa lwesa in nl ṭṭawsun lectimaɛi maci lizanfelunṣur nni nssen necnin,,pending,
REC035_SEG0099,REC035,SPK002,train,vad_v1,763.32,776.968,13.648,data/processed/segments/REC035/REC035_SEG0099.wav,included,,no,"ad ṭsuwwarənta aqš qawantin ḍ arristurantia qš qa wantin ḍinaṭ aqq, yina ɣasən bu bu ijjen ddəwr, ṭayan ḍ-gikikik,ḥmi ad ḥafḍən xirəssnnəɣ, yina blaks, yina məra əwfan aḍ ssiwr nsšinnir ssənəddən.",ad ṭsuwwarenta aqc qawantin ḍ arristurantia qc qa wantin ḍinaṭ aqq yina ɣasen bu bu ijjen ddewr ṭayan ḍ gikikik ḥmi ad ḥafḍen xiressnneɣ yina blaks yina mera ewfan aḍ ssiwr nscinnir ssenedden,,pending,
REC035_SEG0100,REC035,SPK002,train,vad_v1,777.368,786.472,9.104,data/processed/segments/REC035/REC035_SEG0100.wav,included,,no,"triɛasən yijjen n ljumur imɣa kta, ad d awi n bzzafn lifuluwərs, yin ḍ manyəmixəzzan wa, niɣ aḍabəḥən bzab n tərɛašin, yinnw ṭəndiyim.",triɛasen yijjen n ljumur imɣa kta ad d awi n bzzafn lifuluwers yin ḍ manyemixezzan wa niɣ aḍabeḥen bzab n terɛacin yinnw ṭendiyim,,pending,
REC035_SEG0101,REC035,SPK002,train,vad_v1,787.0,795.592,8.592,data/processed/segments/REC035/REC035_SEG0101.wav,included,,no,"irəssəns-n tmaziɣṭ awarən s-n tmazixṭ, rəmɛani yəzran, lmuruṭ lbakaj, himi ṭənfaqaṭṭin ɛašinwa.",iressens n tmaziɣṭ awaren s n tmazixṭ remɛani yezran lmuruṭ lbakaj himi ṭenfaqaṭṭin ɛacinwa,,pending,
REC035_SEG0102,REC035,SPK002,train,vad_v1,796.184,807.368,11.184,data/processed/segments/REC035/REC035_SEG0102.wav,included,,no,"niɣ, ššu ara niɣ šin tməsrayən ddəm, idda nəššin xəssa nwumk uraja bnadəm, i ija əssawar x lakultur, əssawər x ṭaqafa.",niɣ ccu ara niɣ cin tmesrayen ddem idda neccin xessa nwumk uraja bnadem i ija essawar x lakultur essawer x ṭaqafa,,pending,
REC035_SEG0103,REC035,SPK002,train,vad_v1,808.28,810.28,2.0,data/processed/segments/REC035/REC035_SEG0103.wav,included,,no,w yijjen tməsrayṭənəddən.,w yijjen tmesrayṭenedden,,pending,
REC035_SEG0104,REC035,SPK002,train,vad_v1,811.544,824.776,13.232,data/processed/segments/REC035/REC035_SEG0104.wav,included,,no,"paɣmilipyuniyi iɛni ma min bayən iwdan i jajhda ami a i iḍrifiṭ i iwdan i dja ərrxən sṭrifiṭ i ja ssiwərən x ḍrifiṭ, nəttaf laɣlabiya nsən.",paɣmilipyuniyi iɛni ma min bayen iwdan i jajhda ami a i iḍrifiṭ i iwdan i dja errxen sṭrifiṭ i ja ssiweren x ḍrifiṭ nettaf laɣlabiya nsen,,pending,
REC035_SEG0105,REC035,SPK002,train,vad_v1,825.144,833.192,8.048,data/processed/segments/REC035/REC035_SEG0105.wav,included,,no,"rux numɣan, iɛni wḍənd a jjen n laj, ad ataḥən,əmmi d qqaɣ manaya, d ijjen n lappil, ḍijju raɣi.",rux numɣan iɛni wḍend a jjen n laj ad ataḥen emmi d qqaɣ manaya d ijjen n lappil ḍijju raɣi,,pending,
REC035_SEG0106,REC035,SPK002,train,vad_v1,834.04,842.568,8.528,data/processed/segments/REC035/REC035_SEG0106.wav,included,,no,"əli jun, iḥənjan šabab ruxamia, aḍ ksin luflumbu aḍ ksin ššuɛla.",eli jun iḥenjan cabab ruxamia aḍ ksin luflumbu aḍ ksin ccuɛla,,pending,
REC035_SEG0107,REC035,SPK002,train,vad_v1,843.032,852.2,9.168,data/processed/segments/REC035/REC035_SEG0107.wav,included,,no,z-guwḍan arux i ija qawman akyijjenn zman ira əqsə ḥira ira tiri ddar ifiwaɣ əqsəḥ.,z guwḍan arux i ija qawman akyijjenn zman ira eqse ḥira ira tiri ddar ifiwaɣ eqseḥ,,pending,
REC035_SEG0108,REC035,SPK002,train,vad_v1,852.536,861.256,8.72,data/processed/segments/REC035/REC035_SEG0108.wav,included,,no,"umɛəssak dḍafɛ ḍ x ṭrifiṭ ddḍafəɛḍx lakulturi nnək d liduntitinək, iḍn xəssa ššabab xli n ṭnin.",umɛessak dḍafɛ ḍ x ṭrifiṭ ddḍafeɛḍx lakulturi nnek d liduntitinek iḍn xessa ccabab xli n ṭnin,,pending,
REC035_SEG0109,REC035,SPK002,train,vad_v1,861.944,864.04,2.096,data/processed/segments/REC035/REC035_SEG0109.wav,included,,no,aḍ ksin ššuɛla walakin.,aḍ ksin ccuɛla walakin,,pending,
REC035_SEG0110,REC035,SPK002,train,vad_v1,864.696,867.304,2.608,data/processed/segments/REC035/REC035_SEG0110.wav,included,,no,zzuɣ d əuḍḥəɣ ši n tməsrayən.,zzuɣ d euḍḥeɣ ci n tmesrayen,,pending,
REC035_SEG0111,REC035,SPK002,train,vad_v1,869.048,870.344,1.296,data/processed/segments/REC035/REC035_SEG0111.wav,included,,no,ad kkəsəɣ dakuy.,ad kkeseɣ dakuy,,pending,
REC035_SEG0112,REC035,SPK002,train,vad_v1,872.376,878.632,6.256,data/processed/segments/REC035/REC035_SEG0112.wav,included,,no,"ixəssakunkəssiši akultur nnəɣ, amš ɣər ijjən, lfulklur.",ixessakunkessici akultur nneɣ amc ɣer ijjen lfulklur,,pending,
REC035_SEG0113,REC035,SPK002,train,vad_v1,880.376,884.648,4.272,data/processed/segments/REC035/REC035_SEG0113.wav,included,,no,mamɛna lfulklur ini nzari ṭamšəɣər ḍḍ ddikurwaa.,mamɛna lfulklur ini nzari ṭamceɣer ḍḍ ddikurwaa,,pending,
REC035_SEG0114,REC035,SPK002,train,vad_v1,885.24,898.76,13.52,data/processed/segments/REC035/REC035_SEG0114.wav,included,,no,"a ntəgə lməjmaɛ nɛama sidin lmuɣa s-təkəḍ ddarəḍ ṭimasa ntəmɣarin šḥas-gwami, niɣ təgə tifər yunin, niɣ a njər ləmjamaɛ wajun d-gitara.",a ntege lmejmaɛ nɛama sidin lmuɣa s tekeḍ ddareḍ ṭimasa ntemɣarin cḥas gwami niɣ tege tifer yunin niɣ a njer lemjamaɛ wajun d gitara,,pending,
REC035_SEG0115,REC035,SPK002,train,vad_v1,899.16,905.064,5.904,data/processed/segments/REC035/REC035_SEG0115.wav,included,,no,"yinna ad djan manayə ja, xususan ruxḍ ak ywruppa niɣ  yarif.",yinna ad djan manaye ja xususan ruxḍ ak ywruppa niɣ yarif,,pending,
REC035_SEG0116,REC035,SPK002,train,vad_v1,905.336,915.976,10.64,data/processed/segments/REC035/REC035_SEG0116.wav,included,,no,"nəḥlas jruxa iwdan i əja ad kəssin ššuɛla, ad dafɛən, x lakultur x ssaqafa nnəɣ n trifiṭ, x lluɣa nnəɣ n trifiṭ.",neḥlas jruxa iwdan i eja ad kessin ccuɛla ad dafɛen x lakultur x ssaqafa nneɣ n trifiṭ x lluɣa nneɣ n trifiṭ,,pending,
REC035_SEG0117,REC035,SPK002,train,vad_v1,916.792,922.568,5.776,data/processed/segments/REC035/REC035_SEG0117.wav,included,,no,"ddafəɛən xəx, xla ɣijyu nnəɣ nəšnin, s-mizi n jan šnin ḍirifiyyən.",ddafeɛen xex xla ɣijyu nneɣ necnin s mizi n jan cnin ḍirifiyyen,,pending,
REC035_SEG0118,REC035,SPK002,train,vad_v1,924.824,930.888,6.064,data/processed/segments/REC035/REC035_SEG0118.wav,included,,no,"rḥafdən x lbakaj idəjjan iwdan əqdimən, axəsəbnin.",rḥafden x lbakaj idejjan iwdan eqdimen axesebnin,,pending,
REC035_SEG0119,REC035,SPK002,train,vad_v1,932.344,941.032,8.688,data/processed/segments/REC035/REC035_SEG0119.wav,included,,no,"nəḥla jlizanfluyunsur i ijan təgən maṭalan təbsit n lɛulum, niɣ ṭəbsitnn lizidi, n lafkar.",neḥla jlizanfluyunsur i ijan tegen maṭalan tebsit n lɛulum niɣ ṭebsitnn lizidi n lafkar,,pending,
REC035_SEG0120,REC035,SPK002,train,vad_v1,942.616,945.64,3.024,data/processed/segments/REC035/REC035_SEG0120.wav,included,,no,add yas bnadəm ad əssur matalan xa.,add yas bnadem ad essur matalan xa,,pending,
REC035_SEG0121,REC035,SPK002,train,vad_v1,946.456,956.904,10.448,data/processed/segments/REC035/REC035_SEG0121.wav,included,,no,"šug ḍbib ad issiwur mahalan x rəhrak aṭigijan x xəṭṭi bun jinəral x x libun pxatik, u nəddən əssənəi ig lhəndas aniɣ gilanjinyuri d d hisa aḍ issiwər x ddum inins.",cug ḍbib ad issiwur mahalan x rehrak aṭigijan x xeṭṭi bun jineral x x libun pxatik u nedden essenei ig lhendas aniɣ gilanjinyuri d d hisa aḍ issiwer x ddum inins,,pending,
REC035_SEG0122,REC035,SPK002,train,vad_v1,957.848,960.36,2.512,data/processed/segments/REC035/REC035_SEG0122.wav,included,,no,"walakin s-irəs, ḍarifi.",walakin s ires ḍarifi,,pending,
REC035_SEG0123,REC035,SPK002,train,vad_v1,960.664,973.096,12.432,data/processed/segments/REC035/REC035_SEG0123.wav,included,,no,"pu ampurt waša xəmsmiya yəwḍan iṭ itbaɛa nniɣ mita yənniɣ tərtmiya, lmuhim aḍ ij yijjen n lumpxant aḍ ij yijjen n lbəṣma, add asən ɛad lijinərasyunni d əggwan, aḍafnd lbəṣmaya ṭanitin.",pu ampurt waca xemsmiya yewḍan iṭ itbaɛa nniɣ mita yenniɣ tertmiya lmuhim aḍ ij yijjen n lumpxant aḍ ij yijjen n lbeṣma add asen ɛad lijinerasyunni d eggwan aḍafnd lbeṣmaya ṭanitin,,pending,
